JobClear,companyClear,dateClean,skills,education,language,dateColect,country,cityClear,stateClear,url
Lead Data Scientist,NuData Security,2018-01-08, feature database model data set feature algorithm model model sql python r java matlab visualization,,,2018-01-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=309&ao=4341&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_88ce4a08&cb=1516842382222&jobListingId=2610604187
Wind Energy Data Scientist,Sentient Science Corporation,2018-01-23, model model feature algorithm feature model feature algorithm feature model data set aggregation database deep learning feature python r sql shell cloud mathematica model, phd,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=310&ao=4346&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ce4936c7&cb=1516842382224&jobListingId=2574860614
Senior Data Scientist,Loblaw Digital,2017-12-28, hana mean mean algorithm mapreduce hive hbase sqoop hadoop mapreduce hive hbase unstructured data scripting java python model value shell,,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=311&ao=300058&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_bc574ba6&cb=1516842382224&jobListingId=2622524351
Senior Data Scientist,Finning,2018-01-17, value model algorithm model model variance algorithm data set cloud mathematica regression r sas spss azure tableau excel sql sql python matlab java, master,,2018-01-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=312&ao=242900&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_76dfea43&cb=1516842382226&jobListingId=2523556706
Machine Learning Developer Data Scientist,Rangle io,2018-01-10, javascript javascript model javascript value, master,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=313&ao=239558&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_389326d6&cb=1516842382227&jobListingId=2612536910
Scientist Immunology,Stemcell Technologies,2018-01-24, median, phd,,2018-01-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=314&ao=247186&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6cd2d5b6&cb=1516842382228&jobListingId=2528896361
Data Scientist Coop,IBM,2018-01-12, cloud python r spss sql cloud,,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=315&ao=140152&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5e227ea2&cb=1516842382229&jobListingId=2634372919
Lead Data Scientist,RBC,2018-01-22, mean median model data set model mathematica hadoop pig hive database spark machine learning volume classification python r java sql shell server, phd,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=316&ao=135282&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_161f4a29&cb=1516842382230&jobListingId=2643282893
Applied Research Scientist,Element AI,2018-01-01, model hue data set r python scala javascript java value, phd master,,2018-01-24,canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=317&ao=8095&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_4b57a355&cb=1516842382231&jobListingId=2511152943
Data Scientist Month Contract,LoyaltyOne,2018-01-24, model algorithm cloud cloud feature model server mathematica econometrics python java shell scala sql visualization aws, master,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=318&ao=133524&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5113e60d&cb=1516842382232&jobListingId=2644821072
Data Scientist Developer,,2018-01-24, value elasticsearch r spark,,,2018-01-24,canada,ND,ND,https://www.glassdoor.com/partner/jobListing.htm?pos=319&ao=52572&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_346fe5b3&cb=1516842382233&jobListingId=2644802299
Senior Product Analytics Manager,FreshBooks,2018-01-10, feature sql feature sql sql python tableau excel sas,,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=320&ao=303798&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_48f854af&cb=1516842382234&jobListingId=2632429047
Data Scientist AD,LoyaltyOne,2018-01-19, cloud model algorithm cloud feature model model algorithm server mathematica econometrics algorithm regression vector clustering stata r python julia sql visualization javascript, master phd,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=321&ao=295803&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_02b77f91&cb=1516842382235&jobListingId=2619231138
Research Scientist Google Brain,Google,2018-01-19, algorithm perceptron feature feature algorithm,,,2018-01-24,canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=322&ao=191997&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9c3e5b4f&cb=1516842382237&jobListingId=2640356797
Senior Data Scientist,Fortinet,2018-01-05, volume query correlation database hadoop spark nosql visualization tableau shell ruby python perl r matlab sas stata,,,2018-01-24,canada,Burnaby,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=323&ao=197149&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2f49745b&cb=1516842382238&jobListingId=2560527653
Mitacs Intern Machine Learning Researcher Data Scientist,QBit,2018-01-23, mathematica value algorithm mathematica algorithm python database algorithm value, master,,2018-01-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=324&ao=8095&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_eb59877c&cb=1516842382239&jobListingId=2598654544
People Data Scientist,Capital One,2018-01-23, value value server database unstructured data model regression visualization python scala r database model visualization tableau petabyte dashboard visualization metadata python r scala database python r aws, bachelor master,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=325&ao=133055&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f88726e4&cb=1516842382240&jobListingId=2598328890
Big Data Scientist,,2018-01-01, value model classification regression clustering algorithm visualization algorithm python r spss sas matlab database sql hadoop hive pig mathematica java scripting visualization r tableau, bachelor master master phd,,2018-01-24,canada,ND,ND,https://www.glassdoor.com/partner/jobListing.htm?pos=326&ao=4120&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_15e9d2f7&cb=1516842382241&jobListingId=1128380143
Lead Data Scientist AML,Harris Bankcorp,2018-01-23, model model model model model model model mathematica econometrics sas value, mba,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=327&ao=102921&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b813bbf7&cb=1516842382242&jobListingId=2644047548
Lead Data Scientist AML,BMO Harris Bank,2018-01-23, model model model model model model model mathematica econometrics sas value, mba,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=328&ao=102921&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_6d5b2979&cb=1516842382243&jobListingId=2644065482
Applied Scientist,Amazon,2018-01-11, algorithm model java r matlab python scripting java scripting perl python mathematica, master phd phd,,2018-01-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=329&ao=133043&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_f5fcf2f9&cb=1516842382244&jobListingId=2633784703
Sr Data Scientist Analytics,Zenefits,2018-01-18, feature feature model classification dashboard mathematica sql python spark mode, phd,,2018-01-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=330&ao=4120&s=58&guid=000001612ad9f17db78f33c30f5cbc04&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_23cf3d06&cb=1516842382245&jobListingId=2619142094
Data Scientist AML,Harris Bankcorp,2018-01-23, model model model model model model model mathematica econometrics sas value, mba,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=401&ao=102921&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c3b64c8d&cb=1516842583915&jobListingId=2644047547
Marketing Data Scientist Intern,,2018-01-18, machine learning unstructured data model machine learning model visualization model algorithm machine learning tableau sql,,,2018-01-24,canada,ND,ND,https://www.glassdoor.com/partner/jobListing.htm?pos=402&ao=46442&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_eafb10e9&cb=1516842583915&jobListingId=2639417684
Data Scientist AML,BMO Harris Bank,2018-01-23, model model model model model model model mathematica econometrics sas value, mba,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=403&ao=102921&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b8ae1183&cb=1516842583917&jobListingId=2644065477
Senior Data Scientist,Canadian Tire Corporation,2018-01-10, model hadoop spark hive hbase sqoop hadoop mathematica python r scala algorithm model hadoop mapreduce spark pig hive sqoop sql feature unstructured data,,,2018-01-24,canada,Ontario,Ontario,https://www.glassdoor.com/partner/jobListing.htm?pos=404&ao=133291&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_50bd0c27&cb=1516842583918&jobListingId=2632211055
CAPCO Data Scientist,Capco,2018-01-11, r sas matlab python visualization tableau spotfire database database sql server database mathematica hadoop big data mapreduce aws model hbase,,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=405&ao=135083&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e12a2886&cb=1516842583919&jobListingId=2613736247
Senior Data Scientist,LoyaltyOne,2018-01-10, model mathematica econometrics econometrics econometrics model value mathematica econometrics econometrics econometrics model sql sas python model python r, phd,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=406&ao=295803&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_22fdcbbe&cb=1516842583920&jobListingId=2586746750
Data Engineer,,2018-01-23, query aws hive aws transactional data hive java visualization dashboard hadoop java python spark sql,,,2018-01-24,canada,ND,ND,https://www.glassdoor.com/partner/jobListing.htm?pos=407&ao=14295&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_1399fe5c&cb=1516842583920&jobListingId=2480683113
Senior Data Scientist,StackAdapt,2017-12-25, storage scalability model algorithm model python r regression classification hadoop spark hive hbase hadoop hive hbase spark storage, master phd,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=408&ao=148105&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_8613d29b&cb=1516842583921&jobListingId=2536453367
Lead Data Scientist,Unata Inc,2017-12-25, server value pig hbase algorithm python pandas algorithm cassandra kafka elasticsearch pig,,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=409&ao=148105&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_7b327528&cb=1516842583922&jobListingId=2548305285
Data Scientist Analytics Center of Excellence,IQVIA,2018-01-10, econometrics econometrics r python sas spark spark sql hive volume, bachelor master,,2018-01-24,canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=410&ao=137342&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_e0611654&cb=1516842583923&jobListingId=2376824856
Research Scientist Crop Reproduction,Government of Canada,2018-01-18, classification,,,2018-01-24,canada,Ottawa,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=411&ao=4120&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_a0858071&cb=1516842583925&jobListingId=2640262329
Associate Data Scientist Trading Products,Harris Bankcorp,2018-01-23, model python scala spark model value, master phd,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=412&ao=102921&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b72089f9&cb=1516842583926&jobListingId=2574497037
Research Scientist AI,Facebook,2018-01-09, mathematica model perceptron model mathematica,,,2018-01-24,canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=413&ao=132920&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_5c3a2c43&cb=1516842583927&jobListingId=2540245661
Research Scientist,Stradigi,2018-01-03, mathematica python scala java visualization storage, phd,,2018-01-24,canada,Montreal,QC,https://www.glassdoor.com/partner/jobListing.htm?pos=414&ao=4120&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_c8f75dc5&cb=1516842583928&jobListingId=2559287399
Associate Data Scientist Trading Products,BMO Harris Bank,2018-01-23, model python scala spark model value, master phd,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=415&ao=102921&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_9a9372b2&cb=1516842583929&jobListingId=2574541307
Data Engineer,Prodigy Game,2018-01-23, storage visualization visualization mathematica r python database aws cloud,,,2018-01-24,canada,Burlington,NL,https://www.glassdoor.com/partner/jobListing.htm?pos=416&ao=294950&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_e1b74c9e&cb=1516842583929&jobListingId=2552167407
Video Game Data Scientist,Digital Extremes,2018-01-03, algorithm model mathematica econometrics mongodb tableau spotfire, master,,2018-01-24,canada,London,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=417&ao=4120&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_ba3c4f78&cb=1516842583930&jobListingId=2488187576
Data Scientist Store Level Experimentation and Analytics,Canadian Tire Corporation,2018-01-15, storage storage model model storage r econometrics mathematica,,,2018-01-24,canada,Ontario,Ontario,https://www.glassdoor.com/partner/jobListing.htm?pos=418&ao=133291&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_13ed6da5&cb=1516842583931&jobListingId=2568882878
Machine Learning Specialist Data Scientist,,2018-01-05, cloud mathematica r python visualization hue, phd,,2018-01-24,canada,ND,ND,https://www.glassdoor.com/partner/jobListing.htm?pos=419&ao=37049&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_b0d32da1&cb=1516842583932&jobListingId=2628847813
DATA SCIENTIST DIGITAL DATA SCIENCE,The Globe and Mail,2018-01-03, model model model mathematica scala java python correlation classification value, phd master phd,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=420&ao=37049&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2b829a9d&cb=1516842583933&jobListingId=2626050949
Data Scientist Starting May,LoyaltyOne,2018-01-17,,,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=421&ao=133524&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_55a589c4&cb=1516842583934&jobListingId=2638540943
Director Data Scientist Modelling Manager Brighterion,MasterCard,2018-01-05, model model model model model model model model model model model sql hadoop java python, phd,,2018-01-24,canada,Vancouver,BC,https://www.glassdoor.com/partner/jobListing.htm?pos=422&ao=133311&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_807b88ff&cb=1516842583935&jobListingId=2583887847
Data Scientist Data Science Engineer,Unata Inc,2017-12-25, pig algorithm pig,,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=423&ao=148105&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_31b2cd65&cb=1516842583936&jobListingId=2548305260
Machine Learning Scientist,,2018-01-22, model model model feature model data set python r spark sas, phd master,,2018-01-24,canada,ND,ND,https://www.glassdoor.com/partner/jobListing.htm?pos=424&ao=4341&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&aa=1&ea=1&cs=1_31a3013c&cb=1516842583938&jobListingId=2551081883
Scientist Precision Medicine,Robarts Clinical Trials,2018-01-24, model model model model server model r sas, master,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=425&ao=66506&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_2e0ebdef&cb=1516842583938&jobListingId=2644818048
Data Scientist Mgr,LoyaltyOne,2018-01-10, cloud model algorithm cloud feature model server mathematica econometrics python java shell scala sql visualization aws, master phd,,2018-01-24,canada,Toronto,ON,https://www.glassdoor.com/partner/jobListing.htm?pos=426&ao=295803&s=58&guid=000001612add05a1ba78d4e5d1cdf7ea&src=GD_JOB_AD&t=SR&extid=1&exst=OL&ist=&ast=OL&vt=w&slr=true&rtp=0&cs=1_43ad6973&cb=1516842583939&jobListingId=2612149840
